"CASEID","D104","D108","D111","V012","V024","V025","V131","V149","V136","V190","V155","S119"
"      034704501  3",NA,NA,NA,19,6,2,10,5,6,2,2,10
"      034704601  2",NA,NA,NA,36,6,2,10,1,2,1,0,10
"      034711501  4",NA,NA,NA,23,6,2,10,3,9,1,2,10
"      034711501  6",NA,NA,NA,NA,6,2,NA,NA,NA,1,NA,NA
"      034711501  7",NA,NA,NA,NA,6,2,NA,NA,NA,1,NA,NA
"      034711701  1",NA,NA,NA,NA,6,2,NA,NA,NA,1,NA,NA
"      034711801  2",0,0,0,37,6,2,10,5,4,3,2,10
"      034711901  2",1,0,0,27,6,2,10,5,3,2,2,10
"      034800701  2",0,0,0,21,6,2,10,3,3,2,2,10
"      034801101  2",0,0,0,28,6,2,10,3,4,1,2,10
"      034801101  3",NA,NA,NA,12,6,2,10,2,4,1,2,10
"      034802101  2",0,0,0,47,6,2,10,1,3,2,2,10
"      034802601  2",0,0,0,36,6,2,10,2,3,1,1,10
"      034803701  2",0,0,0,40,6,2,10,4,3,2,2,10
"      034804101  3",0,0,0,28,6,2,10,4,6,2,2,10
"      034804301  2",0,0,0,20,6,2,10,2,4,1,2,10
"      034806201  4",NA,NA,NA,44,6,2,10,0,6,1,0,10
"      034806201  5",1,0,1,18,6,2,10,2,6,1,1,10
"      034806401  2",NA,NA,NA,33,6,2,10,3,6,2,2,10
"      034806401  3",NA,NA,NA,NA,6,2,NA,NA,NA,2,NA,NA
"      034806401  4",NA,NA,NA,14,6,2,10,3,6,2,2,10
"      034806901  2",1,0,1,39,6,2,10,0,5,1,0,10
"      034808101  2",0,0,0,44,6,2,10,3,4,1,2,10
"      034808301  2",0,0,0,29,6,2,10,5,3,2,2,10
"      034809601  2",0,0,0,25,6,2,10,4,5,3,2,10
"      035002101  2",0,0,0,24,6,2,10,2,5,1,2,10
"      035002101  4",NA,NA,NA,15,6,2,10,3,5,1,2,10
"      035002401  2",0,0,0,27,6,2,10,2,4,1,2,10
"      035003301  2",0,0,0,46,6,2,10,1,6,1,2,10
"      035003301  4",NA,NA,NA,NA,6,2,NA,NA,NA,1,NA,NA
"      035003601  2",1,0,0,25,6,2,10,3,3,1,2,10
"      035003801  2",NA,NA,NA,34,6,2,10,2,3,1,2,10
"      035003801  3",NA,NA,NA,12,6,2,10,2,3,1,2,10
"      035003901  2",0,0,0,25,6,2,10,2,4,1,2,10
"      035006501  2",0,0,0,25,6,2,10,1,4,1,2,10
"      035006801  2",0,0,0,21,6,2,10,2,3,1,2,10
"      035006901  2",0,0,0,18,6,2,10,2,3,1,2,10
"      035007901  2",0,0,0,23,6,2,10,4,3,1,2,10
"      035100301  1",0,0,0,38,7,1,10,3,8,2,2,10
"      035102101  2",0,0,0,37,7,1,10,4,4,3,2,10
"      035102201  2",NA,NA,NA,23,7,1,10,5,2,3,2,10
"      035102701  1",0,0,0,22,7,1,10,4,4,2,2,10
"      035103401  1",1,1,0,37,7,1,10,3,5,3,2,10
"      035103401  3",NA,NA,NA,14,7,1,10,3,5,3,2,10
"      035106201  2",1,1,0,22,7,1,10,5,5,2,2,10
"      035106601  1",0,0,0,40,7,1,11,5,9,2,2,10
"      035106601  3",NA,NA,NA,NA,7,1,NA,NA,NA,2,NA,NA
"      035107801  2",NA,NA,NA,16,7,1,10,3,6,2,2,10
"      035108701  2",0,0,0,32,7,1,10,3,5,2,2,10
"      035109301  3",1,0,1,27,7,1,10,5,6,4,2,10
"      035402301  2",1,1,0,30,7,1,10,3,8,4,2,10
"      035403201  1",NA,NA,NA,NA,7,1,NA,NA,NA,5,NA,NA
"      035403201  3",NA,NA,NA,NA,7,1,NA,NA,NA,5,NA,NA
"      035403601  2",NA,NA,NA,NA,7,1,NA,NA,NA,2,NA,NA
"      035403601  3",NA,NA,NA,NA,7,1,NA,NA,NA,2,NA,NA
"      035407401  2",NA,NA,NA,38,7,1,10,5,5,3,2,10
"      035407401  3",NA,NA,NA,18,7,1,10,4,5,3,2,10
"      035409801  2",1,0,0,34,7,1,10,4,4,4,2,10
"      035409801  3",NA,NA,NA,12,7,1,10,2,4,4,2,10
"      035413201  2",0,0,0,29,7,1,10,4,3,4,2,10
"      035416301  2",0,0,0,31,7,1,10,3,3,2,2,10
"      035502101  1",0,0,0,37,7,1,10,4,5,4,2,10
"      035505101  1",0,0,0,35,7,1,10,5,5,4,2,10
"      035506501  1",0,0,0,33,7,1,10,4,8,3,2,10
"      035506501  3",NA,NA,NA,15,7,1,10,3,8,3,2,10
"      035507501  1",NA,NA,NA,NA,7,1,NA,NA,NA,5,NA,NA
"      035507501  2",NA,NA,NA,16,7,1,10,4,3,5,2,10
"      035507501  3",NA,NA,NA,21,7,1,10,5,3,5,2,10
"      035510801  2",1,0,0,36,7,1,10,3,7,4,2,10
"      035511001  1",NA,NA,NA,43,7,1,10,1,6,3,0,10
"      035511001  5",0,0,0,23,7,1,10,4,6,3,2,10
"      035511201  2",0,0,0,33,7,1,10,4,6,3,2,10
"      035512601  2",0,0,0,26,7,1,10,4,4,3,2,10
"      035514801  3",NA,NA,NA,30,7,1,10,4,6,3,2,10
"      035514801  5",0,0,0,27,7,1,10,4,6,3,2,10
"      035602801  1",NA,NA,NA,42,7,1,10,3,4,2,2,10
"      035602801  3",NA,NA,NA,19,7,1,10,4,4,2,2,10
"      035603501  2",0,0,0,24,7,1,10,4,4,3,2,10
"      035606701  2",0,0,0,36,7,1,10,4,10,3,2,10
"      035606701  7",NA,NA,NA,19,7,1,10,4,10,3,2,10
"      035607201  1",0,0,1,31,7,1,10,4,3,3,2,10
"      035608801  2",1,0,1,26,7,1,10,5,5,3,2,10
"      035612201  1",NA,NA,NA,36,7,1,10,5,6,2,2,10
"      035612201  3",1,0,0,42,7,1,10,4,6,2,2,10
"      035614201  3",NA,NA,NA,12,7,1,10,1,5,2,2,10
"      035614202  2",0,0,0,23,7,1,10,3,3,2,2,10
"      035616201  1",NA,NA,NA,29,7,1,10,1,4,3,1,10
"      035801401  1",0,0,0,29,7,1,10,4,6,2,2,10
"      035802501  2",0,0,0,33,7,1,10,4,4,3,2,10
"      035806701  2",0,0,0,24,7,1,10,5,3,5,2,10
"      035807101  4",NA,NA,NA,30,7,1,10,5,6,4,2,10
"      035809501  7",0,0,0,24,7,1,10,4,8,5,2,10
"      035810001  4",NA,NA,NA,17,7,1,10,4,8,5,2,10
"      035810001  5",NA,NA,NA,17,7,1,10,4,8,5,2,10
"      035810001  6",NA,NA,NA,26,7,1,10,5,8,5,2,10
"      035810301  2",0,0,0,22,7,1,10,5,3,4,2,10
"      035813401  3",0,0,0,28,7,1,10,4,5,4,2,10
"      035813401  4",NA,NA,NA,12,7,1,10,2,5,4,2,10
"      036001801  4",1,0,0,34,7,1,10,3,9,4,2,10
"      036001801  6",NA,NA,NA,14,7,1,10,3,9,4,2,10
"      036002701  2",0,0,0,35,7,1,10,4,5,4,2,10
"      036007301  1",0,0,0,24,7,1,10,4,9,4,2,10
"      036007301  6",NA,NA,NA,18,7,1,10,4,9,4,2,10
"      036014301  2",0,0,0,32,7,1,10,5,6,3,2,10
"      036015201  2",NA,NA,NA,38,7,1,10,4,5,4,2,10
"      036015201  3",NA,NA,NA,18,7,1,10,4,5,4,2,10
"      036015901  2",1,0,0,32,7,1,10,5,3,4,2,10
"      036017001  2",0,0,0,44,7,1,10,4,3,4,2,10
"      036018401  2",0,0,0,34,7,1,10,4,6,5,2,10
"      036018401  6",NA,NA,NA,12,7,1,10,2,6,5,2,10
"      036205301  2",NA,NA,NA,43,7,1,10,4,9,5,2,10
"      036205301  4",NA,NA,NA,16,7,1,10,3,9,5,2,10
"      036205301  5",NA,NA,NA,37,7,1,10,5,9,5,2,10
"      036206401  2",0,0,0,39,7,1,10,4,3,3,2,10
"      036207301  2",0,0,0,36,7,1,10,2,4,3,2,10
"      036207301  4",NA,NA,NA,14,7,1,10,3,4,3,2,10
"      036208701  3",NA,NA,NA,39,7,1,10,3,11,3,2,10
"      036208701  5",NA,NA,NA,NA,7,1,NA,NA,NA,3,NA,NA
"      036208701  8",0,0,0,25,7,1,10,4,11,3,2,10
"      036208702  1",0,0,0,37,7,1,10,3,5,4,2,10
"      036208703  2",0,0,0,25,7,1,10,4,4,3,2,10
"      036211601  2",0,0,0,18,7,1,10,3,4,3,2,10
"      036214601  1",0,0,0,33,7,1,10,5,6,4,2,10
"      036214601  2",NA,NA,NA,14,7,1,10,3,6,4,2,10
"      036214601  3",NA,NA,NA,12,7,1,10,2,6,4,2,10
"      036300101  2",0,0,0,23,7,1,10,2,6,4,2,1
"      036301901  5",NA,NA,NA,46,7,1,10,4,8,3,2,10
"      036301901  8",NA,NA,NA,NA,7,1,NA,NA,NA,3,NA,NA
"      036304001  2",0,0,0,22,7,1,10,4,3,2,2,10
"      036304401  3",NA,NA,NA,NA,7,1,NA,NA,NA,5,NA,NA
"      036305801  4",0,0,0,29,7,1,10,5,5,4,2,10
"      036306302  2",0,0,0,34,7,1,10,5,5,5,2,10
"      036307601  2",0,0,0,36,7,1,10,5,3,4,2,10
"      036312201  2",0,0,0,26,7,1,10,4,3,4,2,10
"      036400201  1",0,0,0,29,7,1,10,5,2,5,2,10
"      036400301  1",0,0,0,33,7,1,10,5,5,5,2,10
"      036400301  3",NA,NA,NA,12,7,1,10,2,5,5,2,10
"      036400901  1",0,0,0,23,7,1,10,4,7,4,2,10
"      036400901  5",NA,NA,NA,18,7,1,10,4,7,4,2,10
"      036410001  2",0,0,0,31,7,1,10,3,4,4,2,10
"      036410601  2",NA,NA,NA,35,7,1,10,2,5,4,2,10
"      036410601  3",NA,NA,NA,20,7,1,10,4,5,4,2,10
"      036410601  4",NA,NA,NA,12,7,1,10,2,5,4,2,10
"      036414601  4",NA,NA,NA,24,7,1,10,5,4,5,2,10
"      036417001  2",0,0,0,38,7,1,10,4,3,3,2,10
"      036602201  2",0,0,0,25,7,1,10,5,6,3,2,10
"      036606501  2",1,0,1,46,7,1,10,4,5,3,2,10
"      036609101  2",0,0,0,49,7,1,10,5,6,3,2,10
"      036609101  5",NA,NA,NA,21,7,1,10,5,6,3,2,10
"      036610601  3",NA,NA,NA,NA,7,1,NA,NA,NA,5,NA,NA
"      036612101  2",0,0,0,28,7,1,10,5,4,4,2,10
"      036613301  3",NA,NA,NA,NA,7,1,NA,NA,NA,3,NA,NA
"      036614701  3",NA,NA,NA,NA,7,1,NA,NA,NA,4,NA,NA
"      036615301  2",0,0,0,37,7,1,10,5,5,5,2,10
"      036800701  1",NA,NA,NA,46,7,1,10,4,5,2,2,10
"      036800701  3",NA,NA,NA,26,7,1,10,4,5,2,2,10
"      036800801  1",0,0,0,33,7,1,10,4,3,3,2,10
"      036803001  2",0,0,0,33,7,1,10,4,5,3,2,10
"      036803001  4",NA,NA,NA,12,7,1,10,2,5,3,2,10
"      036805001  1",0,0,0,40,7,1,10,5,3,3,2,10
"      036805301  2",0,0,0,24,7,1,10,4,3,5,2,10
"      036806501  1",0,0,0,43,7,1,10,4,3,2,2,10
"      036807901  1",0,0,0,26,7,1,10,1,5,2,2,10
"      036807901  5",NA,NA,NA,17,7,1,10,4,5,2,2,10
"      036808401  3",0,0,0,24,7,1,10,3,6,2,2,10
"      036811301  1",1,0,0,40,7,1,10,5,3,2,2,10
"      037100201  2",NA,NA,NA,37,7,1,10,1,4,3,2,1
"      037100201  4",NA,NA,NA,17,7,1,10,3,4,3,2,10
"      037100401  2",0,0,0,31,7,1,10,4,4,2,2,1
"      037103901  1",0,0,0,46,7,1,10,5,4,5,2,10
"      037103901  4",NA,NA,NA,19,7,1,10,5,4,5,2,10
"      037105401  2",NA,NA,NA,37,7,1,10,4,7,3,2,10
"      037105401  4",NA,NA,NA,18,7,1,10,4,7,3,2,10
"      037106801  1",NA,NA,NA,24,7,1,10,2,6,2,2,10
"      037106801  6",NA,NA,NA,13,7,1,10,3,6,2,2,10
"      037107101  2",0,0,0,45,7,1,10,1,3,3,2,10
"      037107201  2",0,0,0,30,7,1,10,4,5,3,2,10
"      037110101  2",0,0,0,33,7,1,10,4,6,3,2,10
"      037300401  2",NA,NA,NA,NA,7,1,NA,NA,NA,5,NA,NA
"      037302001  2",1,0,1,27,7,1,10,4,4,5,2,10
"      037303101  2",0,0,0,33,7,1,10,4,5,5,2,10
"      037303101  4",NA,NA,NA,13,7,1,10,3,5,5,2,10
"      037304001  3",NA,NA,NA,18,7,1,10,5,3,5,2,10
"      037310701  2",1,0,1,38,7,1,10,5,5,5,2,10
"      037312201  4",NA,NA,NA,NA,7,1,NA,NA,NA,4,NA,NA
"      037312201  6",1,0,1,27,7,1,10,5,7,4,2,10
"      037600601  2",NA,NA,NA,46,7,1,10,4,9,4,2,10
"      037600601  4",NA,NA,NA,19,7,1,10,4,9,4,2,10
"      037600601  5",NA,NA,NA,15,7,1,10,3,9,4,2,10
"      037601501  2",NA,NA,NA,NA,7,1,NA,NA,NA,3,NA,NA
"      037607801  1",1,0,0,48,7,1,10,5,2,4,2,10
"      037607802  2",1,0,0,28,7,1,10,4,3,3,2,10
"      037607803  1",NA,NA,NA,23,7,1,10,5,1,3,2,10
"      037607901  1",1,0,1,47,7,1,10,5,3,3,2,10
"      037607901  2",NA,NA,NA,17,7,1,10,4,3,3,2,10
"      037608901  1",1,1,0,45,7,1,10,5,5,4,2,10
"      037608901  2",NA,NA,NA,14,7,1,10,3,5,4,2,10
"      037608901  4",NA,NA,NA,21,7,1,10,4,5,4,2,10
"      037609801  2",NA,NA,NA,41,7,1,10,4,8,2,2,1
"      037609801  4",NA,NA,NA,16,7,1,10,3,8,2,2,10
"      037610601  2",0,0,0,43,7,1,10,1,2,3,2,1
"      037612201  2",0,0,0,25,7,1,10,4,3,3,2,10
"      037613401  2",NA,NA,NA,21,7,1,10,4,7,3,2,10
"      037613401  3",NA,NA,NA,21,7,1,10,4,7,3,2,10
"      037613401  4",NA,NA,NA,15,7,1,10,3,7,3,2,10
"      037613401  5",0,0,0,29,7,1,10,4,7,3,2,10
"      037700301  1",1,1,0,40,7,1,10,4,9,4,2,10
"      037700301  6",NA,NA,NA,32,7,1,10,4,9,4,2,10
"      037701301  2",1,0,0,31,7,1,10,5,3,2,2,10
"      037704101  2",0,0,0,44,7,1,10,2,5,3,2,10
"      037704101  3",NA,NA,NA,NA,7,1,NA,NA,NA,3,NA,NA
"      037705601  2",0,0,0,31,7,1,10,4,5,2,2,10
"      037707701  2",1,0,0,36,7,1,10,3,5,2,2,10
"      037708901  2",0,0,0,37,7,1,10,1,5,2,2,10
"      037712101  2",0,0,1,35,7,1,10,5,6,3,2,10
"      037712101  3",NA,NA,NA,13,7,1,10,3,6,3,2,10
"      037800501  1",0,0,0,41,7,1,10,2,3,2,2,10
"      037800501  2",NA,NA,NA,17,7,1,10,5,3,2,2,10
"      037800901  1",NA,NA,NA,NA,7,1,NA,NA,NA,2,NA,NA
"      037800901  3",NA,NA,NA,NA,7,1,NA,NA,NA,2,NA,NA
"      037801201  2",0,0,0,29,7,1,10,3,4,2,2,10
"      037801601  1",0,0,0,48,7,1,10,2,4,2,2,10
"      037801601  3",NA,NA,NA,13,7,1,10,3,4,2,2,10
"      037802801  2",0,0,0,34,7,1,10,3,5,3,2,10
"      037802901  1",0,0,0,29,7,1,10,5,4,4,2,10
"      037806101  3",NA,NA,NA,23,7,1,10,5,5,2,2,10
"      037806101  5",NA,NA,NA,12,7,1,10,2,5,2,2,10
"      037807301  2",0,0,0,26,7,1,10,5,5,3,2,10
"      037807601  2",0,0,1,24,7,1,10,4,4,3,2,10
"      037900101  2",0,0,0,36,7,1,10,2,7,3,2,1
"      037900101  4",NA,NA,NA,16,7,1,1,3,7,3,2,1
"      037900601  1",0,0,0,34,7,1,10,4,4,2,2,10
"      037901901  1",1,0,1,33,7,1,10,2,4,2,2,10
"      037902101  2",1,0,0,28,7,1,10,5,3,3,2,10
"      037905501  2",NA,NA,NA,NA,7,1,NA,NA,NA,5,NA,NA
"      037905501  3",NA,NA,NA,NA,7,1,NA,NA,NA,5,NA,NA
"      037910201  1",0,0,0,39,7,1,10,4,5,3,2,10
"      037911101  2",0,0,0,40,7,1,10,4,4,4,2,10
"      037911101  3",NA,NA,NA,18,7,1,10,4,4,4,2,10
"      037913401  2",1,0,0,29,7,1,10,5,4,2,2,10
"      037913901  2",NA,NA,NA,17,7,1,10,3,5,3,2,10
"      037913901  4",NA,NA,NA,20,7,1,10,3,5,3,2,10
"      038001301  1",1,0,1,38,7,1,10,5,4,3,2,10
"      038003501  2",0,0,0,38,7,1,10,2,5,3,2,10
"      038004701  2",0,0,0,48,7,1,10,3,5,3,2,10
"      038004701  4",NA,NA,NA,20,7,1,10,4,5,3,2,10
"      038004801  2",NA,NA,NA,35,7,1,10,4,5,4,2,1
"      038004801  3",NA,NA,NA,15,7,1,10,3,5,4,2,10
"      038006301  1",0,0,1,49,7,1,10,5,2,2,2,10
"      038006302  1",NA,NA,NA,40,7,1,10,2,2,3,2,10
"      038011201  2",NA,NA,NA,43,7,1,10,4,9,3,2,1
"      038011201  3",0,0,0,20,7,1,10,5,9,3,2,10
"      038012401  2",0,0,0,26,7,1,10,3,8,4,2,10
"      038101401  1",0,0,0,28,7,1,10,3,4,3,2,10
"      038101701  1",NA,NA,NA,42,7,1,10,3,5,5,2,10
"      038101701  3",NA,NA,NA,19,7,1,10,5,5,5,2,10
"      038101701  4",NA,NA,NA,17,7,1,10,3,5,5,2,10
"      038101702  1",0,0,0,22,7,1,10,3,4,4,2,10
"      038105501  1",NA,NA,NA,NA,7,1,NA,NA,NA,4,NA,NA
"      038105501  3",NA,NA,NA,13,7,1,10,3,7,4,2,10
"      038105501  4",NA,NA,NA,NA,7,1,NA,NA,NA,4,NA,NA
"      038105501  7",NA,NA,NA,31,7,1,10,4,7,4,2,10
"      038105901  1",0,0,0,31,7,1,10,2,5,2,0,1
"      038105901  3",NA,NA,NA,13,7,1,10,2,5,2,2,10
"      038105902  2",0,0,0,15,7,1,10,3,3,2,2,10
"      038106501  2",1,0,1,34,7,1,10,3,4,2,2,10
"      038106501  3",NA,NA,NA,14,7,1,10,3,4,2,2,10
"      038107801  3",0,0,0,34,7,1,10,4,7,2,2,10
"      038109701  1",1,0,1,46,7,1,10,5,3,3,2,10
"      038112101  2",NA,NA,NA,45,7,1,10,3,6,4,2,10
"      038112101  4",NA,NA,NA,19,7,1,10,4,6,4,2,10
"      038112101  6",NA,NA,NA,18,7,1,10,5,6,4,2,10
"      038113301  1",0,0,0,33,7,1,10,4,4,3,2,10
"      038200101  2",0,0,0,31,7,1,10,4,7,4,2,10
"      038200101  6",NA,NA,NA,16,7,1,10,3,7,4,2,10
"      038202701  3",NA,NA,NA,NA,7,1,NA,NA,NA,5,NA,NA
"      038204301  3",NA,NA,NA,38,7,1,10,5,4,5,2,10
"      038207001  1",0,0,0,32,7,1,10,4,4,4,2,10
"      038207201  2",0,0,0,32,7,1,10,2,6,2,2,10
"      038209401  1",NA,NA,NA,48,7,1,10,4,5,4,2,10
"      038209401  2",NA,NA,NA,29,7,1,10,5,5,4,2,10
"      038209401  3",NA,NA,NA,17,7,1,10,4,5,4,2,10
"      038209401  4",NA,NA,NA,15,7,1,10,3,5,4,2,10
"      038212701  2",NA,NA,NA,NA,7,1,NA,NA,NA,4,NA,NA
"      038212701  5",NA,NA,NA,26,7,1,10,5,6,4,2,10
"      038214801  4",0,0,0,29,7,1,10,5,5,4,2,10
"      038216501  2",1,0,1,49,7,1,10,4,3,5,2,10
"      038216501  3",NA,NA,NA,26,7,1,10,5,3,5,2,10
"      038300501  1",0,0,0,21,7,1,10,3,6,3,2,10
"      038300501  3",NA,NA,NA,25,7,1,10,3,6,3,2,10
"      038301001  2",0,0,0,28,7,1,10,5,4,5,2,1
"      038302401  2",NA,NA,NA,NA,7,1,NA,NA,NA,5,NA,NA
"      038302401  3",NA,NA,NA,NA,7,1,NA,NA,NA,5,NA,NA
"      038304101  2",1,0,0,25,7,1,10,4,5,3,2,10
"      038308301  2",0,0,0,35,7,1,10,5,9,5,2,10
"      038308301  7",NA,NA,NA,15,7,1,10,3,9,5,2,10
"      038309501  3",NA,NA,NA,21,7,1,10,4,5,3,2,10
"      038309501  5",NA,NA,NA,15,7,1,10,3,5,3,2,10
"      038501301  2",1,0,0,38,7,1,10,4,5,5,2,10
"      038501301  3",NA,NA,NA,15,7,1,10,3,5,5,2,10
"      038501401  2",0,0,0,40,7,1,10,3,4,3,2,10
"      038501401  4",NA,NA,NA,NA,7,1,NA,NA,NA,3,NA,NA
"      038501601  2",1,0,0,34,7,1,10,5,4,4,2,10
"      038501901  3",0,0,0,29,7,1,10,5,5,5,2,10
"      038503601  1",0,0,0,28,7,1,10,3,4,3,2,10
"      038506901  2",0,0,0,42,7,1,10,5,8,3,2,10
"      038506901  4",NA,NA,NA,14,7,1,10,3,8,3,2,10
"      038506901  5",NA,NA,NA,13,7,1,10,3,8,3,2,10
"      038507001  2",0,0,0,25,7,1,10,3,6,4,2,10
"      038700601  2",NA,NA,NA,NA,7,1,NA,NA,NA,4,NA,NA
"      038700601  3",NA,NA,NA,NA,7,1,NA,NA,NA,4,NA,NA
"      038701601  1",0,0,0,36,7,1,10,4,5,3,2,10
"      038701601  5",NA,NA,NA,13,7,1,10,3,5,3,2,10
"      038702401  4",NA,NA,NA,NA,7,1,NA,NA,NA,5,NA,NA
"      038703101  1",0,0,0,42,7,1,10,4,3,2,2,10
"      038703801  2",0,0,0,36,7,1,10,5,4,4,2,10
"      038705701  2",0,0,0,27,7,1,10,3,3,4,2,10
"      038705801  3",0,0,0,24,7,1,10,5,5,4,2,10
"      038706901  1",0,0,0,35,7,1,10,3,4,2,2,10
"      038708201  2",1,0,0,20,7,1,10,4,3,4,2,10
"      038807101  2",1,0,1,38,7,1,10,5,4,4,2,10
"      038809501  1",0,0,0,37,7,1,10,5,5,5,2,10
"      038809501  3",NA,NA,NA,15,7,1,10,3,5,5,2,10
"      038815301  2",0,0,0,19,7,1,10,3,3,5,2,10
"      038815401  1",NA,NA,NA,40,7,1,10,3,7,4,2,10
"      038815401  2",NA,NA,NA,18,7,1,10,4,7,4,2,10
"      038815401  6",1,0,0,19,7,1,10,3,7,4,2,10
"      038818001  2",1,0,0,26,7,1,10,3,4,3,2,10
"      038819201  1",NA,NA,NA,NA,7,1,NA,NA,NA,5,NA,NA
"      038819201  2",NA,NA,NA,NA,7,1,NA,NA,NA,5,NA,NA
"      038819201  4",NA,NA,NA,NA,7,1,NA,NA,NA,5,NA,NA
"      038900701  2",0,0,0,40,7,1,10,5,3,5,2,10
"      038903501  4",NA,NA,NA,NA,7,1,NA,NA,NA,5,NA,NA
"      038903502  2",0,0,0,49,7,1,10,4,3,4,2,10
"      038905301  2",0,0,0,31,7,1,10,5,4,5,2,10
"      038905701  2",0,0,0,40,7,1,10,4,2,5,2,10
"      038906201  1",NA,NA,NA,42,7,1,10,5,5,5,2,10
"      038906201  3",NA,NA,NA,15,7,1,10,3,5,5,2,10
"      038906201  4",NA,NA,NA,13,7,1,10,2,5,5,2,10
"      038908201  1",0,0,0,31,7,1,10,4,4,5,2,10
"      038908301  2",NA,NA,NA,40,7,1,10,4,7,4,2,10
"      038908301  3",NA,NA,NA,18,7,1,10,4,7,4,2,10
"      038908301  6",NA,NA,NA,40,7,1,10,0,7,4,0,10
"      038908601  1",0,0,0,36,7,1,10,3,3,5,2,10
"      038909501  1",1,1,1,34,7,1,10,5,4,5,2,10
"      038909502  2",0,0,0,38,7,1,10,4,5,5,2,10
"      039100301  2",0,0,0,42,7,1,10,3,2,5,2,10
"      039100501  2",0,0,0,33,7,1,10,4,4,5,2,10
"      039101201  2",NA,NA,NA,39,7,1,10,4,5,3,2,10
"      039101201  3",NA,NA,NA,18,7,1,10,4,5,3,2,10
"      039102001  1",0,0,0,34,7,1,10,5,2,5,2,10
"      039108801  2",NA,NA,NA,31,7,1,10,4,6,4,2,10
"      039108801  6",NA,NA,NA,15,7,1,10,3,6,4,2,10
"      039110901  2",0,0,0,31,7,1,10,4,5,4,2,10
"      039115201  2",NA,NA,NA,48,7,1,10,4,2,3,2,10
"      039209601  2",0,0,0,32,7,1,10,5,4,5,2,10
"      039209901  1",0,0,0,42,7,1,10,3,5,3,2,10
"      039209901  3",NA,NA,NA,13,7,1,10,3,5,3,2,10
"      039210001  2",NA,NA,NA,38,7,1,10,5,7,4,2,10
"      039210001  7",NA,NA,NA,NA,7,1,NA,NA,NA,4,NA,NA
"      039214601  1",NA,NA,NA,35,7,1,10,5,3,5,2,10
"      039214601  2",NA,NA,NA,14,7,1,10,3,3,5,2,10
"      039214601  3",NA,NA,NA,38,7,1,10,4,3,5,2,10
"      039302601  5",NA,NA,NA,33,7,1,10,3,7,5,2,10
"      039303001  2",NA,NA,NA,37,7,1,10,4,7,4,2,10
"      039303001  6",0,0,0,28,7,1,10,3,7,4,2,10
"      039304201  2",NA,NA,NA,NA,7,1,NA,NA,NA,4,NA,NA
"      039306501  3",NA,NA,NA,NA,7,1,NA,NA,NA,5,NA,NA
"      039308301  2",NA,NA,NA,30,7,1,10,4,5,4,2,10
"      039308301  3",NA,NA,NA,NA,7,1,NA,NA,NA,4,NA,NA
"      039308301  4",NA,NA,NA,NA,7,1,NA,NA,NA,4,NA,NA
"      039309301  2",0,0,0,28,7,1,10,5,6,4,2,10
"      039309401  2",0,0,0,29,7,1,10,4,5,5,2,10
"      039310601  2",NA,NA,NA,49,7,1,10,5,3,5,2,10
"      039310601  3",NA,NA,NA,21,7,1,10,5,3,5,2,10
"      039313301  1",0,0,0,44,7,1,10,4,5,4,2,10
"      039313301  2",NA,NA,NA,23,7,1,10,5,5,4,2,10
"      039402401  2",0,0,0,39,7,1,10,4,3,3,2,10
"      039404401  3",NA,NA,NA,14,7,1,10,3,5,5,2,10
"      039408901  2",NA,NA,NA,NA,7,1,NA,NA,NA,5,NA,NA
"      039410001  2",NA,NA,NA,43,7,1,10,4,5,5,2,10
"      039410001  3",NA,NA,NA,16,7,1,10,3,5,5,2,10
"      039414801  5",0,0,0,35,7,1,10,5,8,5,2,10
"      039416601  3",NA,NA,NA,NA,7,1,NA,NA,NA,5,NA,NA
"      039416601  4",NA,NA,NA,NA,7,1,NA,NA,NA,5,NA,NA
"      039420401  2",0,0,0,34,7,1,10,5,5,5,2,10
"      039421001  4",NA,NA,NA,NA,7,1,NA,NA,NA,5,NA,NA
"      039501201  1",0,0,0,45,7,1,10,5,4,5,2,10
"      039502501  3",NA,NA,NA,23,7,1,10,5,4,5,2,10
"      039504701  4",NA,NA,NA,21,7,1,10,5,4,3,2,10
"      039505001  1",NA,NA,NA,45,7,1,10,3,5,3,2,10
"      039505001  4",NA,NA,NA,23,7,1,10,5,5,3,2,10
"      039506001  2",NA,NA,NA,41,7,1,10,5,7,5,2,10
"      039511001  2",0,0,0,29,7,1,10,5,3,5,2,10
"      039511101  2",0,0,0,46,7,1,10,4,8,5,2,10
"      039801701  5",0,0,0,38,7,1,10,5,9,5,2,10
"      039802101  2",0,0,0,30,7,1,10,5,3,4,2,10
"      039809001  1",NA,NA,NA,NA,7,1,NA,NA,NA,5,NA,NA
"      039811201  2",NA,NA,NA,37,7,1,10,5,6,4,2,10
"      039811201  4",0,0,0,30,7,1,10,5,6,4,2,10
"      039811801  2",0,0,0,27,7,1,10,5,3,3,2,10
"      039812401  1",NA,NA,NA,36,7,1,10,4,5,3,2,10
"      039812401  2",NA,NA,NA,19,7,1,10,3,5,3,2,10
"      039812401  3",NA,NA,NA,12,7,1,10,2,5,3,2,10
"      039812601  2",NA,NA,NA,NA,7,1,NA,NA,NA,5,NA,NA
"      039812602  2",0,0,0,40,7,1,10,5,4,5,2,10
"      039906401  2",1,0,1,25,7,1,10,5,4,5,2,10
